uri,type,topConceptOf,inScheme,prefLabel,notation,definition,variabele,drager,Parameter Drager Omschrijving,waardebepaling,Parameter Soort Waardebepaling Omschrijving,Parameter Soort Waardebepaling Type Code,Parameter Soort Waardebepaling Type Omschrijving
P_1182,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Kobalt,Co t,"Kobalt, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/GUTLYIVDDKVIGB-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_3,totaal,,
P_2037,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,= PFOAtotaal - PFOA,PFOA vertakt,= PFOAtotaal - PFOA,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/SNGREZUHAYWORS-UHFFFAOYSA-N,dr:DR_3,Biota,wb:SWB_10,standaard per nat gewicht,NG,per nat gewicht
P_865,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,cis-Chloordaan,cCdaan,cis-Chloordaan,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/BIWJNBZANLAXMG-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_401,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Aluminium,Al t,"Aluminium, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/XAGFODPZIPBFFR-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_3,totaal,,
P_1399,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Natrium,Na o,"Natrium, opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/FKNQFGJONOIPTF-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_2,opgelost,,
P_1183,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Kobalt,Co t,"Kobalt, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/GUTLYIVDDKVIGB-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_4,totaal per droge stof,DS,per droge stof
P_901,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"Benzo(g,h,i)peryleen",B(ghi)Pe,"Benzo(g,h,i)peryleen",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/GYFAGKUZYNFMBN-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_700,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"1,2,3-Trichloorbenzeen",123CBz,"1,2,3-Trichloorbenzeen",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/RELMFMZEBKVZJC-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_945,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Polychloorbifenyl,PCB t,"Polychloorbifenyl, totaal",https://data.omgeving.vlaanderen.be/id/concept/sommatie_stoffen/pcb_t,dr:DR_2,Waterbodem,wb:SWB_4,totaal per droge stof,DS,per droge stof
P_1332,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"2,2',4,4',5-Pentabroomdifenylether (BDE99)",BDE 99,"2,2',4,4',5-Pentabroomdifenylether (BDE99)",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/WHPVYXDFIXRKLN-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1196,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Fluorantheen,Flu,Fluorantheen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/GVEPBJHOBDJJJI-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1847,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Beryllium,Be mt,"Beryllium, multi totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/ATBAMAFKBVZNFJ-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_7,multi totaal,,
P_1250,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,bis-(2-ethylhexyl)-ftalaat,b2EyHyFt,bis-(2-ethylhexyl)-ftalaat,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/BJQHLKABXJIVAM-UHFFFAOYSA-N,dr:DR_3,Biota,wb:SWB_10,standaard per nat gewicht,NG,per nat gewicht
P_66,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Calcium,Ca,Calcium,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/OYPRJOBELJOOCE-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1887,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Antimoon,Sb mt,"Antimoon, multi totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/WUOBERCRSABHOT-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_7,multi totaal,,
P_433,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Ijzer,Fe,Ijzer,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/XEEYBQQBJWHFJM-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1988,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Chloride,MUCd-Cl-,"Chloride, MUCd project",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/VEXZGXHMUGYJMC-UHFFFAOYSA-M,dr:DR_1,Waterstaal,wb:SWB_65,MUCd project,,
P_1161,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Alachloor,Alachloor,Alachloor,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/XCSGPAVHZFQHGE-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1307,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Polybroomdifenylether,BDE,Polybroomdifenylether,https://data.omgeving.vlaanderen.be/id/concept/sommatie_stoffen/bde,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_463,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Thallium,Tl,Thallium,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/BKVIYDNLLOSFOA-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1361,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"Alkanen, gechloreerde",Alk c,"Alkanen, gechloreerde",https://data.omgeving.vlaanderen.be/id/concept/sommatie_stoffen/alk_c,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1066,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"cis-1,2-Dichlooretheen",c12CEe,"cis-1,2-Dichlooretheen",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KFUSEUYYWQURPO-UPHRSURJSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_924,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"2,2',4,4',5,5'-Hexachloorbifenyl (PCB153)",PCB 153,"2,2',4,4',5,5'-Hexachloorbifenyl (PCB153)",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/MVWHGTYKUMDIHL-UHFFFAOYSA-N,dr:DR_3,Biota,wb:SWB_10,standaard per nat gewicht,NG,per nat gewicht
P_558,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Isodrin,Isodrin,Isodrin,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/QBYJBZPUGVGKQQ-SEIHLVFNSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_930,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"2,2',4,5,5'-Pentachloorbifenyl (PCB101)",PCB 101,"2,2',4,5,5'-Pentachloorbifenyl (PCB101)",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/LAHWLEDBADHJGA-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_400,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Aluminium,Al o,"Aluminium, opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/XAGFODPZIPBFFR-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_2,opgelost,,
P_281,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Trichloorbenzenen,TCBz,Trichloorbenzenen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/RELMFMZEBKVZJC-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_1185,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Koper,Cu t,"Koper, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/RYGMFSIKBFXOCR-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_4,totaal per droge stof,DS,per droge stof
P_915,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Pyreen,Pyr,Pyreen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/BBEAQIROQSPTKN-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1397,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Calcium,Ca o,"Calcium, opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/OYPRJOBELJOOCE-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_2,opgelost,,
P_1906,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Zink,Zn mt,"Zink, multi totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/HCHKCACWOHOZIP-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_7,multi totaal,,
P_1845,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Boor,B mt,"Boor, multi totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/ZOXJGFHDIHLPTG-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_7,multi totaal,,
P_1898,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Titaan,Ti mt,"Titaan, multi totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/RTAQQCXQSZGOHL-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_7,multi totaal,,
P_461,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Strontium,Sr,Strontium,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/CIOAGBVUUVVLOB-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_607,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Biochemisch zuurstofverbruik na 5d.,BZV5,Biochemisch zuurstofverbruik na 5d.,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/0039,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_722,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"cis-1,3-Dichloorpropeen",c13CPe,"cis-1,3-Dichloorpropeen",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/UOORRWUZONOOLO-UPHRSURJSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_475,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Vanadium,V,Vanadium,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/LEONUFNNVUYDNQ-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1965,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Titaan,Ti mo,"Titaan, multi opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/RTAQQCXQSZGOHL-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_8,multi opgelost,,
P_442,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Kwik,Hg t,"Kwik, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/QSHDDOUJBYECFT-UHFFFAOYSA-N,dr:DR_3,Biota,wb:SWB_6,totaal per nat gewicht,NG,per nat gewicht
P_862,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,trans-Chloordaan,tCdaan,trans-Chloordaan,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/BIWJNBZANLAXMG-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_153,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Fenantreen,Fen o,"Fenantreen, opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/YNPNZTXNASCQKK-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_2,opgelost,,
P_1963,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Telluur,Te mo,"Telluur, multi opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/PORWMNRCUJJQNO-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_8,multi opgelost,,
P_1369,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Asbest,Asbest,Asbest,https://data.omgeving.vlaanderen.be/id/concept/sommatie_stoffen/asbest,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_465,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Thallium,Tl t,"Thallium, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/BKVIYDNLLOSFOA-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_3,totaal,,
P_1903,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Wolfraam,W mt,"Wolfraam, multi totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/WFKWXMTUELFFGS-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_7,multi totaal,,
P_1938,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Mangaan,Mn mo,"Mangaan, multi opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/PWHULOQIROXLJO-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_8,multi opgelost,,
P_1224,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Trifenyltin,TFySn,Trifenyltin,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/XBRCDWHXULVEFB-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_1245,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"3,3',4,4',5,5'-Hexachloorbifenyl (PCB169)",PCB 169,"3,3',4,4',5,5'-Hexachloorbifenyl (PCB169)",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/ZHLICBPIXDOFFG-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_902,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Benzo(k)fluorantheen,B(k)Flu,Benzo(k)fluorantheen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/HAXBIWFMXWRORI-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1842,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Aluminium,Al mt,"Aluminium, multi totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/XAGFODPZIPBFFR-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_7,multi totaal,,
P_156,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"Indeno(1,2,3-cd)pyreen",IP o,"Indeno(1,2,3-cd)pyreen, opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/SXQBHARYMNFBPS-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_2,opgelost,,
P_596,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Isoproturon,Iproturon,Isoproturon,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/PUIYMUZLKQOUOZ-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1251,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,bis-(2-ethylhexyl)-ftalaat,b2EyHyFt,bis-(2-ethylhexyl)-ftalaat,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/BJQHLKABXJIVAM-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_1523,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Guthion,Guthion,Guthion,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/CJJOSEISRRTUQB-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_2200,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Isoproturon,Iproturon s,"Isoproturon, pesticiden sampler",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/PUIYMUZLKQOUOZ-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_41,pesticiden sampler,,
P_783,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,4-Chloortolueen,4CTol,4-Chloortolueen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/NPDACUSDTOMAMK-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_451,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Molybdeen,Mo o,"Molybdeen, opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/ZOKXTWBITQBERF-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_2,opgelost,,
P_974,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Cyaniden,CN- ontb,"Cyaniden, ontbindbare",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/XFXPMWWXUTWYJX-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_21,ontbindbare per droge stof,DS,per droge stof
P_944,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Polychloorbifenyl,PCB t,"Polychloorbifenyl, totaal",https://data.omgeving.vlaanderen.be/id/concept/sommatie_stoffen/pcb_t,dr:DR_1,Waterstaal,wb:SWB_3,totaal,,
P_443,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Kwik,Hg t,"Kwik, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/QSHDDOUJBYECFT-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_4,totaal per droge stof,DS,per droge stof
P_414,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Barium,Ba t,"Barium, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DSAJWYNOEDNPEQ-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_4,totaal per droge stof,DS,per droge stof
P_1005,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Acenaftyleen,Acenaftyl,Acenaftyleen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/HXGDTGSAIMULJN-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_2022,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Calcium,Ca t na ZW,"Calcium, totaal na Zahn Wellens",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/OYPRJOBELJOOCE-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_11,totaal na Zahn Wellens,,
P_1968,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Uranium,U mo,"Uranium, multi opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/JFALSRSLKYAFGM-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_8,multi opgelost,,
P_440,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Kwik,Hg o,"Kwik, opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/QSHDDOUJBYECFT-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_2,opgelost,,
P_2036,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,= PFOAtotaal - PFOA,PFOA vertakt,= PFOAtotaal - PFOA,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/SNGREZUHAYWORS-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1067,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"cis-1,2-Dichlooretheen",c12CEe,"cis-1,2-Dichlooretheen",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KFUSEUYYWQURPO-UPHRSURJSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_302,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Orthofosfaat,oPO4 f,"Orthofosfaat, gefilterd",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/NBIIXXVUZAFLBC-UHFFFAOYSA-K,dr:DR_1,Waterstaal,wb:SWB_5,gefilterd,,
P_287,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"Hexachloorcyclohexaan, alle isomeren",HCH,"Hexachloorcyclohexaan, alle isomeren",https://data.omgeving.vlaanderen.be/id/concept/sommatie_stoffen/hch,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_935,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"2,3',4,4',5-Pentachloorbifenyl (PCB118)",PCB 118,"2,3',4,4',5-Pentachloorbifenyl (PCB118)",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/IUTPYMGCWINGEY-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_1754,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Bromide,Br- o,"Bromide, opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/CPELXLSAUQHCOX-UHFFFAOYSA-M,dr:DR_1,Waterstaal,wb:SWB_2,opgelost,,
P_1873,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Natrium,Na mt,"Natrium, multi totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/FKNQFGJONOIPTF-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_7,multi totaal,,
P_1193,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Fenantreen,Fen,Fenantreen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/YNPNZTXNASCQKK-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_460,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Silicium,Si,Silicium,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/XUIMIQQOPSSXEZ-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_797,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Dichloormethaan,DCMa,Dichloormethaan,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/YMWUJEATGCHHMB-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1331,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"2,2',4,4',5-Pentabroomdifenylether (BDE99)",BDE 99,"2,2',4,4',5-Pentabroomdifenylether (BDE99)",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/WHPVYXDFIXRKLN-UHFFFAOYSA-N,dr:DR_3,Biota,wb:SWB_10,standaard per nat gewicht,NG,per nat gewicht
P_403,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Antimoon,Sb,Antimoon,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/WUOBERCRSABHOT-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1919,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Kobalt,Co mo,"Kobalt, multi opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/GUTLYIVDDKVIGB-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_8,multi opgelost,,
P_464,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Thallium,Tl o,"Thallium, opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/BKVIYDNLLOSFOA-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_2,opgelost,,
P_710,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"1,2-Dichlooretheen",12CEe,"1,2-Dichlooretheen",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KFUSEUYYWQURPO-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_554,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,epsilon-Hexachloorcyclohexaan,eHCH,epsilon-Hexachloorcyclohexaan,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/JLYXXMFPNIAWKQ-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_2034,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Perfluoroctaanzuur (PFOA) lineair (nvt),PFOA lin,Perfluoroctaanzuur (PFOA) lineair (nvt),https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/SNGREZUHAYWORS-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_1169,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Pentachloorbenzeen,PCBz,Pentachloorbenzeen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/CEOCDNVZRAIOQZ-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_467,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Tin,Sn,Tin,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/ATJFFYVFTNAWJD-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_557,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,gamma-Hexachloorcyclohexaan,gHCH,gamma-Hexachloorcyclohexaan,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/JLYXXMFPNIAWKQ-GNIYUCBRSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_903,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Benzo(k)fluorantheen,B(k)Flu,Benzo(k)fluorantheen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/HAXBIWFMXWRORI-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_896,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Benzo(a)pyreen,B(a)P,Benzo(a)pyreen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/FMMWHPNWAFZXNH-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_550,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,beta-Hexachloorcyclohexaan,bHCH,beta-Hexachloorcyclohexaan,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/JLYXXMFPNIAWKQ-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1184,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Koper,Cu t,"Koper, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/RYGMFSIKBFXOCR-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_3,totaal,,
P_1223,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Trifenyltin,TFySn,Trifenyltin,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/XBRCDWHXULVEFB-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
